RPM,MAP,FGP,MAF
2161.5,128,52680,33.31
2159.25,128,54130,32.95
2178.5,129,58260,33.12
2270.5,131,61470,35.08
2336.75,135,62160,37.05
2367,137,62430,37.27
2382.75,140,65640,40.5
2592.25,120,55590,33.89
2494,123,55570,36.6
2366.25,127,53460,35.96
2303,128,55170,34.61
2275,130,58170,34.68
2301.75,133,62490,37.4
2502.5,123,66600,33.85
2576.75,115,58530,33.32
2579.5,111,57890,33.26
2579.75,110,57100,33.31
2579.25,108,56520,33.27
2490.5,116,53610,35.02
2378,122,55350,34.64
2329,126,56080,34.8
2301.75,129,58560,34.73
2314.25,133,60960,36.84
2363.25,135,66920,36.54
2570.5,117,58100,34.12
2580,112,58310,34.43
2580.5,110,57920,33.76
2579.25,109,57830,33.45
2582.5,108,57460,33.13
2582.75,108,57220,32.48
2583,107,56690,32.8
2501.75,114,52300,34.67
2397.5,120,54480,35.6
2352,123,55690,35.08
2320.75,128,59520,35.02
2353.75,132,51850,36.08
2231.25,132,50440,33.94
2198.25,127,49980,32.67
2168.25,124,48900,30.87
2144.75,123,48520,31.11
2129.5,122,48160,31.5
2118.25,120,47370,29.82
2111,119,46750,30.12
2106.25,118,46260,29.65
2085.5,117,44180,28.78
2049.75,115,42750,27.56
2013.25,113,41750,27.43
1984.25,111,41420,26.55
1958.25,111,40720,25.8
1926.5,110,38890,25
1878,108,38200,23.8
1825.25,106,37570,23.2
1777.25,105,36770,23.39
1735.5,105,36520,22.11
1691,104,36440,21.28
1649,103,36200,21.35
1621.5,103,36160,20.55
1595.5,102,35390,20.43
1557.5,101,35330,19.87
1527.5,101,34940,19.66
1494.5,100,34640,19.54
1470.25,100,34720,19.12
1435.25,99,33790,18.47
1404.75,99,33670,17.67
1393,98,33750,17.6
1383.5,98,33760,17.53
1343.5,98,31030,16.77
1248.25,96,30540,15.47
1169,95,28900,14.16
1105.5,93,28750,13
1102.25,92,35550,12.77
1449.25,94,37630,18.2
1460,98,30760,18.52
1244.75,97,28960,15.23
1408,96,41330,18.24
1635.5,100,41010,21.36
1767.25,106,46530,23.3
1848.75,110,39510,25.07
1832.75,109,37400,23.85
1744.5,107,34570,22.55
1620,104,33170,20.67
1497,101,33540,19.47
1395.5,100,32070,17.52
1347,98,31850,17.11
1317.5,98,31930,16.36
1299.25,97,33540,16.28
1318.75,97,33010,16.33
1338.25,97,33150,16.78
1350.5,97,33420,16.87
1358.25,97,33760,17
1362.25,97,33030,17.37
1371,98,33440,17.31
1373.75,98,34230,17.55
1371.75,98,33840,17.55
1365.75,98,34430,17.07
1321.25,97,29810,16.36
1218.25,96,28960,14.78
1129.25,95,27550,13.57
1081.5,93,27370,12.93
1079,92,29100,12.57
1077.25,92,28970,12.71
1075.75,91,26780,12.52
1078.25,91,26150,12.54
1025.75,91,26640,11.82
1005,90,25200,11.35
985.5,90,23550,11.12
893.75,89,23950,9.81
862.5,88,24470,9.63
866,88,26210,9.75
871.75,88,23390,9.47
871.25,87,26850,9.67
870.5,87,23530,9.58
872.5,87,25780,9.23
871.25,87,24160,9.62
873.5,87,25900,9.47
876,87,23750,9.71
881.25,87,26880,9.69
881.75,87,23850,9.68
878,87,24470,9.49
878,87,26050,9.82
877.5,87,23650,9.76
875.5,87,27000,9.39
876.25,87,23440,9.7
882.25,87,25200,9.41
878.75,87,25660,9.53
1340,88,39540,16.07
1575,93,37900,19.93
1615,99,38300,20.84
1661.5,101,38450,21.64
1705.5,103,40430,22.27
1758.75,106,42040,23.12
1810.75,108,42700,24.09
1851.75,109,42550,24.42
1883.5,111,43970,25.39
1914,112,44090,26.1
1938.5,113,44040,27.03
1955.25,114,44120,26.63
1962.5,114,44260,26.55
1977.5,114,44670,27.14
1983.5,115,45370,27.37
1988.25,115,45680,27.39
1997.25,115,46590,27.74
2014,116,46660,27.77
2023.5,117,46370,28.22
2030.5,117,47330,29.14
2039,118,47690,28.9
2045.75,119,48280,29.1
2051,119,48920,28.58
2057.75,120,49370,29.73
2058.25,121,49020,28.97
2056,121,49610,29.67
2064.5,122,50750,29.89
2069.75,123,51630,30.08
2086.25,124,53270,31.27
2126.25,125,53440,32.51
2141,126,53280,31.96
2149.25,127,53380,32.8
2150.25,127,53500,31.63
2151,128,54190,32.65
2165,128,54390,32.08
2173.25,129,54280,32.56
2172.25,129,55080,32.64
2215.75,130,57370,34.1
2254.25,132,58030,35.16
2276,133,58290,34.98
2290.75,134,59360,35.53
2306.75,135,59350,35.45
2308,136,59500,36.64
2308.5,136,59390,36.42
2324.25,137,62040,37.45
2363.75,138,62290,36.69
2380,139,63230,38.12
2399.25,140,63450,37.91
2407.25,141,64260,38.3
2576.5,123,53990,33.57
2534.25,125,59420,37.24
2404,132,63560,37.38
2507,131,59290,34.42
2559.25,120,59240,36.52
2440.5,129,56420,36.02
2354.25,132,59960,36.4
2356.5,135,61520,37.04
2395,138,64150,38.81
2535,128,59620,35
2563,121,62930,37.93
2532,131,64600,39.3
2508.5,137,63380,40.21
2460.5,141,61980,40.02
2417.5,142,61210,39.77
2409.75,142,64230,38.61
2537,128,58010,34.37
2564.5,121,63180,37.41
2497,131,60760,38.65
2419.75,136,61790,37.4
2419.25,140,64230,38.82
2437.5,142,66330,39.94
2607,120,57540,34.37
2543,126,64780,39.54
2527.5,136,65860,40.42
2507.25,141,63040,40.12
2445.75,142,61030,39.95
2392.25,142,59440,38.24
2329.75,140,57890,36.8
2286.75,138,56480,36.11
2261.25,137,56320,35.85
2241.5,136,55170,34.31
2205,134,53980,34.31
2183.75,133,53800,33.85
2165.5,132,53370,32.81
2155.75,131,53130,32.76
2157.5,130,53030,32.16
2156.75,130,53220,32.95
2151.5,130,53230,33.23
2143.75,130,52240,31.95
2129.25,129,51540,31.88
2118.25,129,50620,31.36
2107.25,128,50020,31.43
2113.75,126,49540,30.78
2116,125,49040,30.31
2109.5,124,48120,30.79
2115.5,122,48180,28.62
2117.75,121,47510,30.08
2113.75,121,47450,30.37
2111.25,120,47050,29.72
2109.25,120,46720,29.85
2110,119,45780,29.46
2081.25,118,42350,27.56
1801.5,110,33140,21.31
1692,105,44100,22.27
1816.5,109,45990,24.21
1919.5,113,49310,26.19
1989,118,49870,27.61
2024.5,121,50410,28.81
2041.5,123,48790,28.37
2031.75,124,47450,29.46
2049.5,122,47080,29.25
2053.5,120,45830,28.51
2041.75,120,45560,29.05
2022,119,44850,28.24
2013.75,117,42910,26.97
1989.5,115,41920,27.02
1964.25,114,42160,26.05
1955.5,112,41830,25.95
1944,112,42260,25.42
1934,111,41740,25.22
1930,111,40190,25.58
1899,110,39950,24.49
1878.75,109,38900,24.5
1845.25,108,38400,23.62
1811,107,38200,23.15
1777.5,107,36350,22.99
1728,106,35030,22.42
1656,104,34510,21.06
1574.75,103,34050,19.74
1482.25,101,33250,19.02
1424,100,33860,17.73
1399.5,99,33420,18.19
1389,99,33640,17.6
1385.25,99,33230,16.97
1348.75,98,31900,16.72
1290.25,97,30730,15.89
1201.25,96,28290,14.42
1075.75,94,26980,12.57
1068.75,93,25780,12.27
1070.25,92,25420,12.48
1050.75,91,31700,12.65
1381,93,36960,17.2
1520.75,97,38320,19.87
1648.75,103,40920,21.18
1650.5,105,34080,21.37
1562,103,32980,19.85
1436.25,101,31460,17.95
1327.75,99,29880,16.31
1167.5,97,26910,14.03
1039.75,94,25440,11.92
1028.25,92,26360,11.57
1018.25,91,25510,11.49
1018.25,90,25820,11.72
967.5,90,25930,10.9
925,89,23870,10.07
927.5,89,25360,10.21
1179,90,31220,14.09
1211,91,30420,14.55
1219.5,92,31000,15.02
1214,93,33640,14.7
1368,94,37690,17.31
1530.75,97,37400,19.72
1593.75,101,37300,20.59
1631.5,103,37810,21.09
1676.25,104,40010,22.08
1729.75,106,39700,22.39
1768.75,107,36670,22.92
1716.25,107,33840,22.13
1573,104,31970,19.92
1396.75,101,31010,17.2
1279.75,99,31030,15.9
1207,97,29170,14.47
1133.5,95,27170,13.44
1096,93,27220,12.7
1095,92,27700,12.82
1094.75,92,28220,12.77
1094.25,92,29270,12.63
1092,91,27780,12.62
1090.5,91,28480,12.56
1070.75,91,25680,12.17
1044.5,91,27070,12.03
1046,91,27670,11.82
997.5,90,25480,11.15
959.75,90,26070,10.6
1193,90,34200,13.87
1295.5,92,29100,15.27
1137.25,93,28070,13.13
985,92,25950,11.19
1081,91,30760,12.72
1147,91,32170,13.44
1355.75,93,35710,16.6
1449,95,35920,18.3
1506.25,99,28900,19.46
1313,98,29390,15.97
1113.5,96,32250,13.3
1242.5,95,34520,15.17
1371.5,96,35060,17.27
1439,97,36540,17.87
1488.75,99,35300,19.17
1495.75,100,35190,19.1
1524.5,101,37660,19.96
1579,102,37400,20.3
1618.5,103,38980,20.75
1661.75,104,39270,21.86
1697.5,105,38870,21.56
1738.5,106,41280,22.61
1789.25,108,40890,23.3
1829.75,109,42440,23.87
1859,110,42180,24.73
1890,111,42430,24.69
1915.25,112,42960,25.52
1933,112,43360,25.54
1945.5,113,43400,26.7
1951.75,113,43510,26.46
1964,113,43770,26.44
1977.5,114,44370,26.79
1991.75,114,45890,26.78
2007.5,115,45870,26.96
2018.5,116,46750,27.7
2032.75,117,46970,28.23
2046.75,118,47570,28.64
2056.5,119,48510,29.17
2070.25,120,49140,29.02
2077.75,121,50380,28.94
2096.25,123,53690,30.3
2135,125,53500,31.25
2159.5,127,56790,32.75
2250,130,59840,34.74
2324.5,134,62060,35.76
2372.5,137,63350,37.27
2436,136,66350,36.2
2578.75,119,55440,35.96
2433,126,56910,36.08
2371.5,129,59110,36.33
2377,134,63240,37.14
2550,127,54220,34.72
2550.5,123,59160,37.09
2430.25,130,60370,36.24
2389.25,134,61270,38.54
2494.25,129,57610,34.32
2571,121,62010,37.05
2474.75,130,57070,37.22
2353.5,133,55170,36.07
2273.5,133,53680,34.86
2232.75,132,52760,33.78
2213.75,130,52210,32.92
2194.25,128,51070,32.54
2179.5,127,50990,32.62
2177.25,125,50260,31.44
2161.5,124,49100,30.47
2161.75,122,48770,30.35
2173,122,53410,30.56
2220,126,62040,33.62
2513.75,121,56480,34.32
2564,121,62770,36.67
2533.5,131,65280,38.97
2530.5,138,65520,40.14
2526.75,142,65950,40.25
2525.75,145,66280,41.02
2587,123,61120,36.57
2518,131,60710,37.92
2411.5,136,56970,37.32
2317.75,137,55490,35.69
2265.25,136,54960,33.6
2227,134,54300,33.92
2200,133,53270,33.52
2173,132,52590,32.59
2156,130,51120,32.07
2160.25,128,51170,31.62
2160.5,127,49920,30.7
2141,125,48240,30.26
2133.75,122,47200,30.5
2120.25,119,43600,29.17
2012.25,115,38750,26.01
1897.25,109,37050,24.08
1801.75,106,35640,22.69
1728,104,34970,21.71
1656,103,34570,20.91
1580.5,102,34190,20.09
1515,101,33630,19.07
1459.75,100,33650,18.29
1429.25,100,33720,17.7
1413.5,99,33230,17.7
1385.25,99,32340,17.05
1313.5,98,30880,15.87
1223,97,28980,14.69
1120.5,95,29880,13.21
1416,95,40440,17.87
1564,99,34390,19.87
1503.25,99,32340,18.69
1339.75,98,29360,16.53
1137.5,96,26300,13.58
1254,95,38010,15.26
1483.75,97,38320,18.55
1590.5,100,42020,20.14
1728.5,104,44180,22.06
1829.75,108,44680,24.55
1900.75,112,46480,25.64
1960.25,115,46660,26.52
1999,117,46310,28.42
2021.5,118,47700,28.56
2038.5,119,48360,28.64
2061.5,120,48430,28.57
2059,120,46020,29.64
2044.25,119,43380,28.25
2013,116,40410,26.78
1920.75,112,37300,24.95
1838,108,35920,23.2
1763.5,106,36430,22.79
1700.75,105,34810,21.37
1651,103,35670,20.69
1597.5,102,33660,20.22
1527.5,101,33780,19.4
1464.5,100,33500,18.69
1387.5,99,33390,17.2
1342.75,98,32740,16.41
1284,97,31320,15.77
1218.5,96,28570,14.67
1126.5,95,26900,13.05
1076.5,93,26510,12.4
1076.75,92,28880,11.96
1042.5,91,24460,11.67
1019,91,25480,11.04
1021.5,90,23690,11.47
938.25,90,26660,10.36
925.75,89,23970,10.09
870.75,88,23340,9.54
863.25,88,26360,9.37
868.75,88,25950,9.22
873.75,88,23770,9.46
968.75,88,25730,10.63
1041.5,89,24990,11.6
847,89,25210,9.28
1056,89,28310,11.59
1016.25,89,24040,11.19
925.25,89,24220,10.15
978.75,89,25940,10.67
1067.5,89,28880,11.76
1077.25,90,29810,12.52
1218,91,32950,14.36
1309.25,93,33760,16
1382,95,36100,17.32
1458.25,98,36320,18.44
1494.25,100,34920,18.92
1494.5,100,34780,19.2
1504.25,101,34780,19.03
1502.75,101,35740,19.43
1540.75,102,36690,19.83
1580.25,102,37200,20.65
1607.25,103,36890,20.85
1643,104,38910,21.12
1710.25,105,41410,21.99
1806.5,108,42660,23.23
1866.5,110,43540,24.95
1920,112,43570,25.63
1954.25,113,43650,25.63
1970.25,113,43600,26.47
1983.25,114,44870,27.29
1996.75,114,46010,26.8
2024.75,115,46710,28.02
2045,116,47600,27.62
2069.75,118,48790,28.15
2089.25,119,50260,28.58
2111,121,53560,30.17
2149,124,54000,30.95
2172,126,54960,31.96
2225,128,57870,32.81
2273.75,131,59530,35.16
2324.5,134,61130,35.85
2373.25,136,62520,37.05
2413,139,63780,38.09
2485.25,138,63150,35.62
2583.75,120,59840,35.26
2537.5,128,64040,37.48
2478.75,135,57730,37.42
2376.5,136,56700,37.03
2308.75,136,54850,33.85
2260,134,54000,34.64
2226.25,133,52850,33.13
2201.5,131,52340,32.42
2183.75,130,51700,32.8
2191.25,127,51700,31.91
2198.25,126,50900,31.27
2191.5,126,50680,31.8
2176.25,125,48940,30.85
2172.5,123,48310,30.77
2165.5,121,44430,29.77
2105.5,118,40860,28.67
2004.75,113,38690,25.94
1900.75,109,37070,23.34
1827,106,36350,22.72
1766.5,105,35370,22.4
1714.25,104,35280,21.1
1663.75,103,34940,20.9
1610.25,102,34760,20.5
1562,101,34490,19.46
1516.25,101,34150,18.65
1485,100,34110,18.47
1472.25,100,34810,18.24
1471.25,100,34640,18.4
1469,100,34720,18.63
1466.25,100,34630,18.44
1464.25,100,33640,18.3
1428.25,99,32590,17.84
1362.75,98,31680,16.7
1318.5,97,31420,15.78
1286.25,97,31420,15.48
1258.5,96,31150,15.32
1221.75,95,29320,14.42
1104.75,94,27110,12.64
989.75,92,25750,10.94
995,91,23950,10.99
852.75,90,25600,9.47
862.25,89,24780,9.36
869.5,88,23490,9.31
870.25,88,25680,9.53
877,88,23440,9.5
995.5,88,26460,10.52
1049.5,89,26190,11.36
961.5,89,23650,10.51
1017.25,89,29200,10.95
1085,90,27610,12.37
1068.5,90,26700,12.07
929.25,90,26660,10.14
1007.75,89,24680,11.22
1019.75,89,26780,11.23
1155.25,90,31370,13.23
1192.75,92,30120,13.91
1019.5,92,24290,11.39
926,90,25170,10.07
1060.25,90,26950,11.94
1142,90,33590,13.13
1354.25,92,37190,16.41
1470.75,96,36220,18.54
1498.75,99,38620,19.01
1585.75,101,38090,20.06
1662.5,103,38550,21.6
1721.5,105,40000,22.32
1804.75,107,42380,23.44
1877.75,110,43180,24.4
1930,112,44010,25.81
1966.25,113,44470,25.74
1988.75,114,45170,27.08
2021.25,115,45830,26.35
2041.75,116,46590,27.85
2065.75,117,48030,27.89
2082.5,118,49020,29.05
2086,119,48490,28.76
2087.25,120,48860,29.36
2095.75,120,48800,29.12
2096.5,121,49490,29.5
2106.25,121,49790,29.9
2110.75,122,50160,30.64
2120.25,123,52550,29.88
2153.25,124,53380,31.03
2177.75,126,53610,31.43
2192.5,127,56050,32.04
2254.5,130,60550,33.95
2367.5,134,66520,37.55
2600.25,119,56820,33.62
2555.5,123,63470,36.9
2536.5,132,64780,38.11
2530.25,138,65230,38.9
2491.25,140,56240,40.06
2356,137,52800,36.24
2304.25,130,51340,33.86
2263.5,127,50360,32.77
2228.25,125,48650,32.42
2201.5,123,48000,31.04
2184,120,44550,30
2114.25,116,42180,27.9
2059.75,113,40860,26.12
2000.5,110,38640,25.35
1920,108,38030,23.94
1850.25,106,36280,22.97
1779.5,104,35420,22.23
1705.25,103,33660,21
1598.75,101,32460,19.85
1461.5,100,31640,18.1
1353.5,98,31150,16.56
1317,97,33660,16.03
1462.5,98,38420,18.42
1572.75,100,35730,19.89
1555.5,101,34200,19.62
1506.5,100,34120,18.43
1461.25,100,33620,18.27
1429.25,99,33350,18.11
1396.5,99,32100,17.17
1345.5,98,30850,16.52
1213.25,97,29360,14.15
1018.5,94,24680,11.48
1016.5,93,27880,11.6
1066.25,92,26780,12.07
1065.25,91,27860,12.1
1063,91,26310,12.07
1061.25,91,27760,11.73
959.75,90,23920,10.45
859,89,24460,9.42
1062.75,89,29960,11.87
1146,90,36200,13.12
1415.75,93,36650,17.27
1234,95,26170,14.62
852.25,93,26170,9.27
863.75,90,24400,9.27
864.5,89,23580,9.34
869.5,88,25750,9.34
872.75,88,23310,9.53
874.5,88,25680,9.61
871.25,88,23500,9.14
873.5,87,25630,9.48
878.5,87,23750,9.65
876.5,87,24560,9.32
880.25,87,25900,9.45
880.5,87,23630,9.27
879.5,87,25420,9.43
881.5,87,24480,9.56
877.5,87,24110,9.4
876,87,26050,9.5
877.5,87,23490,9.43
881,87,25240,9.48
879,87,24460,9.43
878.75,87,24160,9.49
953.75,87,26680,10.21
1006.25,88,25570,11.01
1096.75,89,27980,12.42
1113.5,90,28370,12.95
1160.25,91,30580,13.37
1244.25,92,33880,14.93
1356.75,94,37520,16.62
1468.75,97,36290,18.47
1507.25,99,36630,19.1
1512.25,100,35690,19
1527,101,36160,19.26
1562,102,38720,20.05
1667,103,40350,21.15
1753.75,106,41200,22.87
1810.75,108,41830,23.23
1855,109,41530,24.01
1899,110,42580,24.72
1933,111,43000,25.61
1950.5,111,42910,25
1959.5,111,43330,25.8
1967,111,43690,25.93
1987,112,44250,26.16
2005.5,113,44460,26.72
2021.25,114,45200,27.57
2040,115,46110,26.94
2063.25,115,47400,27.61
2074.75,117,47940,28.42
2085,117,48360,27.97
2100,119,49460,29.3
2107,120,50630,29.19
2125.75,121,53270,30.73
2163,123,53040,31.05
2183.5,125,54160,30.52
2217.25,127,56920,32.55
2277.5,130,58520,33.82
2328.25,132,60600,35.67
2363,134,61710,36.08
2404,137,63650,37.45
2449.25,139,64940,38.86
2480.5,142,65300,39.57
2492.5,143,66010,40.81
2606.75,123,54490,33.49
2546.25,127,63960,37.49
2536.25,135,65240,39.15
2529.5,139,65670,39.88
2529,142,65890,40.17
2529.5,144,63750,41.04
2431.5,142,55210,38.34
2327.75,139,54100,35.95
2299,133,54020,33.93
2281,131,53440,33.85
2263.75,130,52610,33.57
2244.5,129,51920,33.27
2224.25,128,50650,32.25
2218,126,50070,32.08
2212.75,123,48860,31.06
2202,121,47090,30.93
2146.25,120,41380,28.83
2021.25,113,38350,25.57
1894.5,108,36370,23.12
1783,105,35060,21.92
1699.5,103,34340,21.25
1619.25,102,33860,19.82
1532.5,101,33420,18.97
1461,100,32930,17.79
1413.25,99,33050,17.61
1385.25,98,31830,17.19
1322.75,98,30910,15.92
1256,97,30320,15
1200.75,95,29540,14.15
1123.5,94,27880,12.53
1047.75,93,26460,11.81
1051.25,92,25750,11.88
1050.25,91,26490,11.76
886.75,90,24560,9.57
864.75,89,23370,9.52
863.75,88,26070,9.37
873.25,88,24110,9.5
871.5,88,25820,9.32
871.5,88,24140,9.17
871,88,25780,9.4
870.5,87,24190,9.22
879.75,87,26780,9.7
874.75,87,23460,9.39
880.75,87,25660,9.62
880.75,87,24750,9.43
878.5,87,24100,9.5
880.75,87,26080,9.4
876.75,87,23500,9.41
878.25,87,25070,9.4
877,87,24800,9.67
879.25,87,23990,9.46
878.75,87,26150,9.52
877.75,88,23800,9.62
878.25,87,24690,9.67
876.75,87,24710,9.45
878.25,87,24100,9.32
1086,88,35690,12.35
1375.25,91,37500,16.36
1504.5,95,37660,18.72
1559.75,98,37200,19.5
1601.25,101,38980,20.43
1655.5,103,39330,21.01
1722.75,105,40160,21.83
1780.75,107,41200,22.82
1833.75,108,41350,23.34
1878.75,109,42110,23.82
1917,110,42290,25.11
1940.75,111,41800,25.76
1952.5,111,42050,24.93
1956.5,111,42550,25.44
1962,111,41910,26.03
1971.5,111,43820,25.12
2005,112,45580,26.8
2039.25,114,46500,26.91
2061.75,116,48010,28.85
2081,117,48000,28.7
2089.75,118,48240,28.69
2092.75,119,48550,29.36
2098.5,119,48790,28.81
2092.5,119,48490,28.91
2097.75,119,49570,29.05
2105.5,120,50260,29.67
2112.25,121,49290,29.92
2142.25,122,52440,30.3
2174,124,53460,30.35
2191.5,126,53800,30.85
2202.75,127,54830,32.24
2252.5,129,59050,33.23
2322,132,60450,35.45
2371.5,135,62050,35.88
2417.75,137,64620,37.3
2468,141,65170,38.91
2604.25,120,54590,33.1
2547.25,126,63930,37.56
2532.75,135,65280,38.58
2530.25,140,65550,38.33
2531,142,65730,40.36
2528,144,65790,41.19
2528,144,65860,40.98
2528,145,65820,40.27
2447.5,143,56420,37.73
2376.5,140,66190,36.65
2611.5,120,54860,32.8
2563.25,123,60490,35.92
2483.25,130,58070,37.35
2401.25,134,56630,35.47
2335.25,135,55710,35.72
2292,134,55300,34.15
2269.75,133,55100,33.82
2262.25,133,54900,33.77
2252.25,132,53950,33.78
2236.75,131,53030,33.76
2218.75,131,52330,32.5
2226.75,128,52280,32.03
2236.75,127,51480,32.4
2224,126,49580,32.41
2198.5,125,47890,30.82
2195.75,120,44980,29.68
2110.25,117,40130,27.97
1977,110,37470,24.43
1876.75,107,37470,23.34
1836.5,106,36310,22.52
1776.5,104,35880,22.12
1734.25,103,35210,21.65
1667.5,102,34170,20.45
1572.75,101,33190,19.59
1473.5,100,32290,18.12
1392,99,32150,17
1344.75,98,31700,16.49
1293,97,30790,15.36
1246,96,29750,14.77
1151.75,95,27980,13.44
1078.25,93,26510,12.2
1075.25,92,26780,12.25
1072,92,28330,12.23
1076.25,91,27510,11.82
1071.5,91,27150,11.65
1080.25,91,30440,12.3
1430,92,40140,17.52
1574.5,97,37900,19.56
1654.75,101,41050,21.01
1708.75,105,35110,21.81
1617.25,104,33590,20.34
1466.5,101,30920,17.89
1274.25,99,28190,15.2
1119.5,96,24990,13.1
852.25,93,23920,9.23
866,91,24020,9.23
865.75,89,25560,9.35
869.75,88,23630,9.3
871.25,88,26080,9.33
875.75,88,23680,9.39
872,88,25950,9.46
874.5,88,23490,9.26
879.25,88,25460,9.47
877.25,88,24100,9.43
875.75,87,24740,9.36
879,87,25440,9.26
924.5,87,25780,9.87
1266.75,89,36590,14.62
1429.25,93,36370,17.39
1513.25,97,39050,18.82
1640,101,40740,20.88
1730.5,104,40940,22.15
1789.75,106,40250,23.33
1839.25,108,43160,24.03
1905.25,110,44530,24.74
1954,112,44620,25.45
1988.75,113,45090,26.62
2005.5,114,45680,27.56
2035,115,46290,26.99
2062.25,116,46840,28.35
2077.5,117,48010,28.78
2086.5,118,47910,28.24
2091.5,119,48550,29
2098.75,119,48920,29.46
2101,120,49060,28.64
2110.5,121,49080,29.44
2139.5,122,52450,31.04
2168.25,123,52730,30.76
2183.75,125,52970,31.65
2192,126,54020,31.6
2215.75,128,55580,32.05
2244.25,129,56610,33.15
2275.25,131,57650,33.8
2299.5,132,52670,33.55
2230,130,49990,32.6
2218.5,125,48240,30.36
2178.75,122,45750,29.06
2115.5,117,42230,27.68
2026.25,112,38660,25.11
1903.25,107,37080,23.26
1811.5,105,35830,21.98
1729.75,103,34810,21.22
1645.75,102,33810,20.67
1535.75,100,33110,18.78
1432.5,99,32150,17.47
1349.75,98,31370,16.25
1292.75,97,30930,15.4
1259,96,30690,15.07
1186.5,95,28220,13.55
1058,94,24740,11.86
1019.75,92,24100,11.28
945.25,91,26070,10.05
812.5,90,24220,9.13
870.25,89,25600,9.37
864.75,88,24660,9.3
865.25,88,23770,9.05
869.75,88,26150,9.27
868.75,87,23710,9.32
875.25,87,26120,9.35
870.25,87,23770,9.41
876.5,87,26100,9.24
878.75,87,24290,9.17
875.25,87,25240,9.55
879.25,87,25810,9.49
876,87,24220,9.28
879,87,25900,9.16
880.75,87,23950,9.23
880.5,87,25360,9.26
1103.75,88,30480,12.04
1290,90,37690,14.96
1440.75,93,36400,17.71
1530.25,97,38110,19.14
1607.25,100,40690,20.45
1713.5,103,42200,21.72
1798.25,106,41960,22.75
1854,108,42650,23.87
1904,110,43380,24.85
1946.75,112,44340,25.65
1980.5,113,45200,26.29
2000.25,114,45280,26.19
2017,114,45340,27.26
2038.75,115,46330,27.32
2059.5,116,46590,27.7
2072.25,117,47120,28.65
2075.25,117,47390,28.05
2081.5,117,48660,28.77
2086.25,118,48550,27.54
2095.25,118,49240,28.35
2103.25,119,49710,29.39
2108.75,120,50260,28.85
2130,121,52540,30.6
2160.75,122,52920,30.05
2177.75,124,53160,30.67
2190,125,53250,31.61
2201.75,126,53560,31.87
2214,127,54270,31.98
2232.25,128,55000,32.16
2253,129,59560,31.92
2332.5,132,62160,34.95
2407,135,63870,36.85
2451,138,65110,38.07
2484.25,141,66410,40.8
2591,121,59620,34.34
2543,127,64020,36.74
2533.75,135,65090,38.23
2530.75,139,65390,39.12
2532.25,142,59130,40.84
2418,140,54780,36.2
2352.25,137,65910,35.28
2602.5,120,54130,33.45
2562.5,123,61020,35.52
2465,131,57410,36.08
2380.75,134,56130,36.15
2318.5,134,55590,34.3
2283.25,133,54380,34.21
2260,132,53150,33.6
2234.25,130,51900,33.43
2241,127,51150,32.21
2219,125,48530,31.28
2194,121,46990,30.48
2144.75,117,40750,27.71
2013.75,111,38550,24.73
1904.25,107,37040,23.64
1818.5,105,35980,22.05
1749,103,35300,21.17
1685,102,35030,20.86
1622,101,34520,19.59
1555.75,101,34020,19.16
1501,100,33910,18.41
1454.25,99,33860,17.85
1425.75,99,33750,17.22
1420.25,98,33980,17.1
1415.5,98,34120,17.47
1389,98,30050,16.72
1207.5,96,28720,14.21
1039.25,94,26210,11.53
1035.25,92,26460,11.48
1038.75,91,26850,11.64
1014,90,24100,11.07
915.75,90,25050,9.95
913.5,89,23950,9.84
1182.25,89,42500,13.46
1585.25,94,41140,19.34
1727,100,44390,22.03
1846.75,107,44700,23.52
1939.25,111,46010,24.83
2008.25,110,42230,25.5
1976,110,39530,25.06
1872,106,35490,23
1727.5,104,34270,21.37
1596,101,32900,19.52
1438.25,100,30660,17.11
1277.5,98,28780,15.11
1131.5,96,27370,13.27
961.75,93,24680,10.52
845.5,91,25380,9.16
864.5,89,23830,9.35
872,89,25870,9.19
868.5,88,25090,9.29
875.75,88,25420,9.28
874,88,24600,9.48
873.5,87,24020,9.21
877.5,87,24480,9.48
874.75,87,25020,9.32
879.25,87,23950,9.39
876.5,87,26080,9.39
879.5,87,23470,9.32
880.75,87,24450,9.49
877.5,87,25020,9.47
879.5,87,23900,9.32
878.75,87,25990,9.47
877.75,87,24380,9.36
879,87,24630,9.35
879,87,26640,9.29
879,87,23900,9.57
878.5,87,26290,9.4
879.5,87,24870,9.5
878.25,87,24540,9.22
877.75,87,26620,9.45
878.5,87,23970,9.25
876.25,87,26270,9.36
878.75,87,24110,9.48
879.25,87,24410,9.49
880.75,87,27800,9.18
1263.5,88,37480,14.07
1475,92,37590,17.78
1539.5,97,36570,19.11
1625.25,99,41230,20.56
1748.5,103,43310,22.67
1835.75,107,43820,23.92
1908.5,110,44990,24.7
1963.25,111,44890,25.17
1991,113,44700,26.37
2012.25,114,46470,26.51
2042.5,115,46900,27.33
2066.25,116,47670,27.53
2077.75,116,47780,27.9
2092.75,117,48490,28.85
2100.25,118,49680,28.8
2116.5,120,52210,28.8
2152.5,121,53250,30.43
2196.5,124,58280,31.5
2290.25,127,61030,33.06
2375.25,132,64640,35.87
2594.75,119,53720,33.97
2563.25,122,62080,35.66
2537.5,130,64690,37.73
